🆕专享源①,#genre#
CCTV5,http://frphn2.chickfrp.com:10047/php/gehua.php?id=CCTV5HD_6000
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8
CCTV5,http://27.18.5.191:8088/udp/239.69.1.123:10376
CCTV5,http://116.116.118.135:9999/udp/239.125.1.57:5000
CCTV5,http://202.103.213.182:8888/udp/239.81.0.232:4056
CCTV5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,https://stream1.freetv.fun/1d543a9b3d1f95681056c79434afa52f300eeb7e90d80779c6de9d945a80172e.m3u8
CCTV5,http://[2409:8087:1a0b:df::4019]/ottrrs.hl.chinamobile.com/PLTV/1/224/3221226469/index.m3u8
CCTV5,http://223.11.152.223:7777/udp/239.1.1.11:8011
CCTV5,http://123.189.36.155:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://27.11.62.244:8009/udp/225.0.4.139:7980
CCTV5,http://113.109.250.1:9999/udp/239.77.0.170:5146
CCTV5,http://www.745612.xyz:7788/rtp/235.254.198.54:1492
CCTV5,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv5
CCTV5,http://182.117.136.179:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://183.184.11.221:8082/rtp/226.0.2.168:9256
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV5,http://fangke.blueswords.com:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,https://epg.pw/stream/5adf2172cdde4d50b2da2d97a8c5beeede04d7728a23670038427d659b082967.m3u8
CCTV5,http://123.97.122.89:9999/udp/233.50.201.197:5140
CCTV5,http://42.48.17.204:808/hls/5/index.m3u8
CCTV5,http://1b6467f415.iok.la:9931/tsfile/live/1024_1.m3u8
CCTV5,http://61.52.27.124:808/hls/5/index.m3u8
CCTV5,http://223.247.167.223:2000/rtp/238.1.78.171:7240
CCTV5,https://epg.pw/stream/2725c98e410f72e6320bdeb02aa0ef3e9bd353cc38509aaab3895aa7ed16fa45.m3u8
CCTV5,http://123.122.162.7:19999/rtp/239.3.1.173:8001
CCTV5,http://113.103.253.56:2000/udp/239.10.0.102:1025
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8?
CCTV5,http://60.12.183.46:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://27.11.54.148:8002/udp/225.0.4.73:7980
CCTV5,http://111.14.181.15:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://219.159.147.195:9901/tsfile/live/1006_1.m3u8
CCTV5,https://epg.pw/stream/6564631769f81f8aa98bf2e5a5417a99627a02e15b0dfeaa5ac3aa499f676922.m3u8
CCTV5,http://171.122.41.13:8082/rtp/226.0.2.22:8088
CCTV5,http://101.229.227.246:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://60.10.139.10:8801/hls/5/index.m3u8
CCTV5,http://58.57.21.166:9901/tsfile/live/0005_1.m3u8
CCTV5,http://27.11.251.100:8005/udp/225.0.4.143:7980
CCTV5,http://171.80.235.51:8888/udp/239.69.1.123:10376
CCTV5,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?&encrypt=
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8
CCTV5,http://1.183.141.194:8001/hls/5/index.m3u8
CCTV5,http://58.41.27.144:18888/udp/239.45.1.69:5140
CCTV5,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://101.27.34.77:2888/hls/5/index.m3u8
CCTV5,http://59.173.134.164:8880/udp/239.69.1.123:10376
CCTV5,http://121.18.43.254:10000/hls/5/index.m3u8
CCTV5,http://119.98.70.182:4022/rtp/239.69.1.123:10376
CCTV5,http://182.117.136.117:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://118.79.113.110:6001/rtp/226.0.2.22:8088
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8?
CCTV5,https://stream1.freetv.fun/7a51eefc4df7745a608d008a9d2d36214eb296350d1977622eb0cc88b0f38d10.m3u8
CCTV5,http://125.82.168.238:8888/rtp/235.254.198.54:1492
CCTV5,http://113.66.41.152:10000/rtp/239.77.0.170:5146
CCTV5,http://222.130.82.155:4022/rtp/239.3.1.173:8001
CCTV5,http://36.35.16.98:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://14.112.86.108:8008/rtp/239.77.0.34:5146
CCTV5,https://epg.pw/stream/a478c20b7710cbceef5dce9d846cf7e7c862d6d15d3c778c99778c3f1e86c93e.m3u8
CCTV5,http://123.114.19.80:4000/rtp/239.3.1.173:8001
CCTV5,http://110.178.38.156:8083/udp/239.1.1.11:8011
CCTV5,http://222.130.146.175:8888/rtp/239.3.1.173:8001
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226469/index.m3u8
CCTV5,http://14.29.76.30:9901/tsfile/live/1011_1.m3u8?key=txiptv
CCTV5,http://111.166.193.128:8888/udp/225.1.1.160:5002
CCTV5,http://123.112.22.16:4022/rtp/239.3.1.173:8001
CCTV5,http://171.116.190.8:8082/rtp/226.0.2.168:9256
CCTV5,http://www.yao87.com:4022/udp/239.76.246.155:1234
CCTV5,http://171.8.245.73:808/hls/5/index.m3u8
CCTV5,http://110.241.190.141:808/hls/5/index.m3u8
CCTV5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://115.239.107.34:9999/udp/233.50.200.108:5140
CCTV5,http://14.145.222.210:8888/udp/239.77.0.170:5146
CCTV5,http://60.184.42.82:8881/udp/233.50.201.17:5140
CCTV5,http://115.222.143.106:8808/udp/233.50.200.108:5140
CCTV5,http://219.147.200.9:18080/newlive/live/hls/5/live.m3u8
CCTV5,http://www.zzlag.top:9087/tsfile/live/1020_1.m3u8?key=txiptv
CCTV5,http://115.222.143.106:8808/udp/233.50.201.197:5140
CCTV5,http://118.79.113.110:6001/rtp/226.0.2.209:9584
CCTV5,http://171.217.5.108:8123/udp/239.93.42.37:5140
CCTV5,http://121.32.204.50:9999/udp/239.77.0.177:5146
CCTV5,http://171.108.239.124:8181/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://121.19.134.125:808/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://27.10.96.10:8001/udp/225.0.4.73:7980
CCTV5,http://171.120.218.104:8082/rtp/226.0.2.22:8088
CCTV5,http://114.254.84.191:2222/rtp/239.3.1.173:8001
CCTV5,http://125.93.74.27:9002/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://106.8.125.17:4022/rtp/239.254.201.153:7206
CCTV5,http://180.141.200.122:5432/udp/239.81.0.232:4056
CCTV5,http://123.180.177.20:16000/udp/239.253.92.181:6046
CCTV5,http://218.89.240.144:59901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://183.31.11.72:8000/rtp/239.77.0.34:5146
CCTV5,http://ddns.cyruslee.top:8888/udp/239.77.0.177:5146
CCTV5,http://58.216.229.130:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://119.98.133.130:4000/udp/239.69.1.123:10376
CCTV5,http://119.98.133.9:5555/udp/239.69.1.123:10376
CCTV5,http://bl.dchwtq.asia:10000/rtp/239.69.1.123:10376
CCTV5,http://host.gaoxincloud.cn:4000/udp/239.109.205.80:8576
CCTV5,http://113.26.166.90:8082/udp/239.1.1.11:8011
CCTV5,http://223.247.167.132:2000/rtp/238.1.78.171:7240
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8
CCTV5,http://113.57.20.158:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://182.117.136.23:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://114.242.32.17:2121/rtp/239.3.1.173:8001
CCTV5,http://114.254.95.3:2222/rtp/239.3.1.173:8001
CCTV5,http://27.11.251.100:8002/udp/225.0.4.143:7980
CCTV5,http://113.100.72.213:8899/udp/239.77.0.170:5146
CCTV5,http://27.10.96.10:8002/udp/225.0.4.73:7980
CCTV5,http://113.218.189.23:8081/tsfile/live/0005_1.m3u8
CCTV5,https://stream1.freetv.fun/383e3d8c992be432a87276cde7ce3246ff78c67d57802b58cd771beabd3f83d9.m3u8
CCTV5,http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://223.12.196.48:8082/udp/239.1.1.12:8012
CCTV5+,https://epg.pw/stream/5897b78cc9b15b68c99409534738477891937d46478db986629549592507f404.m3u8
CCTV5+,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/2500/index.m3u8?&encrypt=
CCTV5+,http://59.172.145.8:10000/rtp/239.69.1.12:9712
CCTV5+,http://114.254.84.191:2222/rtp/239.3.1.130:8004
CCTV5+,http://223.12.196.48:8083/udp/239.1.1.12:8012
CCTV5+,http://120.234.5.29:6000/udp/239.20.0.203:2204
CCTV5+,http://frphn2.chickfrp.com:10047/php/gehua.php?id=CCTV5plusHD_6000
CCTV5+,http://171.108.239.127:8181/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://121.24.98.229:8090/hls/5/index.m3u8
CCTV5+,http://14.154.194.169:4022/udp/239.77.1.147:5146
CCTV5+,http://1.70.34.196:8082/udp/239.1.1.12:8012
CCTV5+,http://27.11.60.136:8004/udp/225.0.4.73:7980
CCTV5+,http://171.108.239.129:8181/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://home.oxtv.top:5066/udp/239.21.1.190:5002
CCTV5+,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/2500/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
CCTV5+,http://119.163.199.98:9901/tsfile/live/0016_2.m3u8
CCTV5+,http://58.57.21.166:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://110.53.52.63:8888/newlive/live/hls/7/live.m3u8
CCTV5+,http://27.11.60.136:8003/udp/225.0.4.73:7980
CCTV5+,http://61.163.181.78:9901/tsfile/live/0016_1.m3u8
CCTV5+,http://223.151.49.74:59901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://103.116.245.163/sxg/sxg.php?id=/CCTV-5plusH265_4000.m3u8
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV5+,p3p://108.181.32.169:51328/64260cbc00081417edfb42307c984dd4
CCTV5+,http://171.80.235.51:8888/udp/239.254.96.234:9484
CCTV5+,http://zmcy.gzcy020.cn:50000/udp/239.77.1.31:5146
CCTV5+,http://171.117.181.21:8082/rtp/226.0.2.168:9256
CCTV5+,http://114.254.80.73:2222/rtp/239.3.1.130:8004
CCTV5+,http://222.130.82.155:4022/rtp/239.3.1.130:8004
CCTV5+,http://itms.xznet.org:41097/rtp/239.254.200.46:8004
CCTV5+,http://www.yao87.com:4022/udp/239.76.246.168:1234
CCTV5+,http://121.32.204.50:9999/udp/239.77.1.31:5146
CCTV5+,http://118.79.113.110:6001/rtp/226.0.2.168:9256
CCTV5+,http://123.122.161.137:19999/rtp/239.3.1.130:8004
CCTV5+,http://120.77.28.4:8648/mgu.php?id=cctv5p
CCTV5+,http://59.173.183.242:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://123.189.36.7:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://111.14.181.15:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://123.189.36.155:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://14.145.222.210:8888/udp/239.77.1.147:5146
CCTV5+,http://36.35.16.98:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://zy.otioi.cn/live/live.php?token=pfVmkew4&id=cctv5p
CCTV5+,http://1.196.152.115:2000/rtp/239.16.10.3:2000
CCTV5+,http://119.129.172.208:8081/hls/16/index.m3u8
CCTV5+,http://123.113.111.37:4022/rtp/239.3.1.130:8004
CCTV5+,http://27.11.255.247:8005/udp/225.0.4.73:7980
CCTV5+,http://211.158.152.197:8001/udp/225.0.4.73:7980
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225603/index.m3u8
CCTV5+,http://111.160.17.2:59901/tsfile/live/0016_1.m3u8
CCTV5+,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002139/1.m3u8
CCTV5+,http://113.100.72.213:8899/udp/239.77.1.31:5146
CCTV5+,http://113.205.219.240:8002/udp/225.0.4.73:7980
CCTV5+,http://219.159.147.195:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://114.254.82.163:2222/rtp/239.3.1.130:8004
CCTV5+,http://183.31.11.72:8000/rtp/239.77.1.31:5146
CCTV5+,http://223.10.63.66:8082/udp/239.1.1.12:8012
CCTV5+,http://27.11.55.145:8005/udp/225.0.4.73:7980
CCTV5+,http://115.222.143.106:8808/udp/233.50.201.220:5140
CCTV5+,http://113.103.253.56:2000/udp/239.10.0.213:1025
CCTV5+,http://123.121.73.105:8686/rtp/239.3.1.130:8004
CCTV5+,http://113.103.253.56:2000/udp/239.77.0.87:5146
CCTV5+,http://home.yulei.online:9999/rtp/226.0.2.168:9256
CCTV5+,http://113.109.250.1:9999/udp/239.77.0.87:5146
CCTV5+,http://cn.zzmd.fun:8888/rtp/239.3.1.130:8004
CCTV5+,http://27.11.251.100:8002/udp/225.0.4.73:7980
CCTV5+,http://14.154.194.169:4022/rtp/239.77.1.31:5146
CCTV5+,http://113.110.72.51:808/hls/10/index.m3u8
CCTV5+,http://114.254.86.104:2222/rtp/239.3.1.130:8004
CCTV5+,http://106.59.3.147:55555/udp/239.200.200.9:8004
CCTV5+,http://113.117.104.198:8800/udp/239.77.1.31:5146
CCTV5+,http://223.247.167.132:2000/rtp/238.1.78.237:7768
CCTV5+,http://123.113.98.224:4022/rtp/239.3.1.130:8004
CCTV5+,http://bl.dchwtq.asia:10000/rtp/239.254.96.234:9484
CCTV5+,http://1.203.76.10:7788/udp/225.1.8.20:8004
CCTV5+,http://27.187.251.60:4300/rtp/239.254.200.46:8004
CCTV5+,http://121.32.204.50:9999/udp/239.77.1.147:5146
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/index.m3u8
CCTV5+,http://59.173.134.164:8880/rtp/239.254.96.234:9484
CCTV5+,http://113.109.250.1:9999/udp/239.77.1.31:5146
CCTV5+,http://119.98.133.130:4000/rtp/239.69.1.12:9712
CCTV5+,http://14.145.222.210:8888/udp/239.77.0.87:5146
CCTV5+,http://www.furymax.top:85/rtp/239.254.96.234:9484
CCTV5+,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?&HlsSubType=&encrypt=
CCTV5+,http://27.9.91.46:8002/udp/225.0.4.73:7980
CCTV5+,http://123.180.177.20:16000/udp/239.253.92.82:8013
CCTV5+,http://113.109.250.1:9999/udp/239.77.1.147:5146
CCTV5+,http://59.44.102.18:8888/newlive/live/hls/7/live.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225603/index.m3u8
CCTV5+,http://114.253.165.121:10000/rtp/239.3.1.130:8004
CCTV5+,http://61.138.128.226:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.130:8004
CCTV5+,http://110.178.52.111:8083/udp/239.1.1.12:8012
CCTV5+,http://39.164.202.90:8899/tsfile/live/0016_4.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://123.118.13.110:4022/rtp/239.3.1.130:8004
CCTV5+,http://27.10.229.184:8005/udp/225.0.4.73:7980
CCTV5+,http://125.82.168.238:8888/rtp/235.254.198.122:1764
CCTV5+,http://117.32.84.215:8020/rtp/239.111.205.13:5140
CCTV5+,http://113.26.166.90:8082/udp/239.1.1.12:8012
CCTV5+,http://61.175.157.108:9999/udp/233.50.201.220:5140
CCTV5+,http://171.108.239.128:8181/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://zy.otioi.cn/live/migu.php?token=4zfvOqMj&id=cctv5p
CCTV5+,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031127/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031127
CCTV5+,http://101.27.34.77:2888/hls/17/index.m3u8
CCTV5+,http://218.15.214.115:10000/rtp/239.77.0.87:5146
CCTV5+,http://zy.otioi.cn/live/cqyx.php?token=pfVmkew4&id=cctv5p
CCTV5+,http://223.10.21.226:8082/udp/239.1.1.12:8012
CCTV5+,http://119.98.133.9:5555/rtp/239.254.96.234:9484
CCTV5+,http://110.178.52.111:8085/udp/239.1.1.12:8012
CCTV5+,http://171.122.41.13:8082/rtp/226.0.2.168:9256
CCTV5+,http://221.7.122.120:8002/udp/225.0.4.73:7980
CCTV5+,http://nas.tuyuannet.cn:8800/rtp/239.37.0.121:5540
CCTV5+,http://111.166.193.128:8888/udp/225.1.1.121:5002
CCTV5+,http://171.119.204.190:6000/rtp/226.0.2.168:9256
CCTV5+,http://ddns.cyruslee.top:8888/udp/239.77.1.31:5146
CCTV5+,http://ly123.fun:10000/rtp/235.254.198.122:1764
CCTV5+,http://mdxgh.tpddns.cn:88/mdxgh/cctv5p
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8?
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8?
CCTV5+,http://123.138.216.44:9902/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://222.134.245.16:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://27.11.61.36:8003/udp/225.0.4.73:7980
CCTV5+,http://183.31.11.72:8000/rtp/239.77.0.87:5146
CCTV5+,http://171.108.239.124:8181/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://119.98.133.130:4000/rtp/239.254.96.234:9484
CCTV5+,http://111.192.29.110:4022/udp/239.3.1.130:8004
CCTV5+,http://113.205.219.240:8001/udp/225.0.4.73:7980
CCTV5+,http://121.18.43.254:10000/hls/17/index.m3u8
CCTV5+,http://114.254.189.28:9999/rtp/239.3.1.130:8004
CCTV5+,http://119.98.70.182:4022/rtp/239.254.96.234:9484
CCTV5+,http://27.11.32.71:8005/udp/225.0.4.73:7980
CCTV5+,http://123.117.222.245:4022/rtp/239.3.1.130:8004
CCTV5+,http://58.57.21.166:9901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8?
CCTV5+,http://110.189.102.15:9901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV5+,http://123.122.162.7:19999/rtp/239.3.1.130:8004
CCTV5+,http://211.158.152.197:8003/udp/225.0.4.73:7980
CCTV5+,http://111.225.49.176:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://123.120.209.104:8888/rtp/239.3.1.130:8004
CCTV5+,http://123.114.19.80:4000/rtp/239.3.1.130:8004
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV5+,http://183.31.11.33:8011/udp/239.77.0.87:5146
CCTV5+,http://183.31.11.72:8000/udp/239.77.1.31:5146
CCTV5+,http://58.23.27.171:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://119.98.133.9:5555/rtp/239.69.1.12:9712
CCTV5+,http://27.11.62.244:8004/udp/225.0.4.73:7980
CCTV5+,http://27.11.255.247:8006/udp/225.0.4.73:7980
CCTV5+,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://wuqianmu.synology.me:4000/udp/232.0.0.93:1234
CCTV5+,http://14.112.86.108:8008/rtp/239.77.0.87:5146
CCTV5+,http://114.254.35.3:4022/rtp/239.3.1.130:8004
CCTV5+,https://epg.pw/stream/c8560b706d9c7cb02b8b2a59a2c11a8b3d27768b932893d7d46084a95db47d57.ctv
CCTV5+,http://113.109.250.1:9999/rtp/239.77.1.31:5146
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000020505/1.m3u8
CCTV5+,http://14.112.86.108:8008/rtp/239.77.1.31:5146
CCTV5+,http://154.12.55.21/zb/zb.php?id=239.253.92.82:8013
CCTV5+,http://36.249.151.144:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://113.100.72.213:8899/udp/239.77.0.87:5146
CCTV5+,http://27.18.5.191:8088/rtp/239.69.1.12:9712
CCTV5+,http://119.98.133.130:4000/udp/239.254.96.234:9484
CCTV5+,http://113.103.253.56:2000/udp/239.77.1.31:5146
CCTV5+,http://113.117.104.198:8800/udp/239.77.1.147:5146
CCTV5+,https://epg.pw/stream/2e64dc3d92b775a4ab2e9f4c6a561264ed92012dc1bab9ab7d22d3d0f7f1ec9d.m3u8
CCTV5+,http://home.oxtv.top:5066/udp/239.21.1.142:5002
CCTV5+,http://117.27.190.42:9998/tsfile/live/23248_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://171.116.156.116:8084/rtp/226.0.2.168:9256
CCTV5+,http://gzly.hkychina.com:6003/udp/239.252.219.72:5140
CCTV5+,http://221.223.92.26:4022/rtp/239.3.1.130:8004
CCTV5+,http://14.154.194.169:4022/udp/239.77.0.87:5146
CCTV5+,https://stream1.freetv.fun/7af3bda5e82b9a70b557cd982a25e9b06490881a5e7a06f2f2027cdf1d8cf065.m3u8
CCTV5+,http://221.205.60.71:8084/rtp/226.0.2.168:9256
CCTV5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://121.19.134.125:808/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://fangke.blueswords.com:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://61.162.52.6:8088/newlive/live/hls/6/live.m3u8
CCTV5+,http://183.185.70.167:8083/rtp/226.0.2.168:9256
CCTV5+,http://27.11.251.100:8001/udp/225.0.4.73:7980
CCTV5+,http://123.144.31.189:8002/udp/225.0.4.73:7980
CCTV5+,http://101.229.227.246:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://115.234.196.165:8808/rtp/233.50.201.220:5140
CCTV5+,http://14.145.222.210:8888/rtp/239.77.0.87:5146
CCTV5+,http://59.173.134.164:8880/udp/239.254.96.234:9484
CCTV5+,http://omnix.cn:4000/udp/225.1.8.20:8004
CCTV5+,http://60.7.56.50:4000/udp/239.253.92.82:8013
CCTV5+,http://14.145.222.210:8888/rtp/239.77.1.31:5146
CCTV5+,http://nas.hssvm.com:8888/rtp/225.1.1.121:5002
CCTV5+,http://123.113.99.151:4022/rtp/239.3.1.130:8004
CCTV5+,https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8
CCTV5+,http://115.239.107.34:9999/udp/233.50.201.220:5140
CCTV5+,http://s.cdhongyuan.cn:4022/udp/239.93.1.36:8004
CCTV5+,http://106.8.125.17:4022/rtp/239.254.200.46:8004
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://125.89.163.44:8888/udp/239.77.0.87:5146
CCTV5+,http://27.11.62.244:8010/udp/225.0.4.73:7980
CCTV5+,http://222.241.154.37:9901/tsfile/live/23018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://113.117.104.198:8800/udp/239.77.0.87:5146
CCTV5+,http://119.98.95.1:4022/udp/239.254.96.234:9484
CCTV5+,http://119.98.133.9:5555/udp/239.254.96.234:9484
CCTV5+,http://webmail.axxe.top:4022/rtp/239.3.1.130:8004
CCTV5+,http://27.18.5.191:8088/rtp/239.254.96.234:9484
CCTV5+,http://14.154.194.169:4022/rtp/239.77.0.87:5146
CCTV5+,http://123.97.122.89:9999/udp/233.50.201.220:5140
CCTV5+,http://223.247.167.223:2000/rtp/238.1.78.237:7768
CCTV5+,http://119.98.70.182:4022/udp/239.254.96.234:9484
CCTV5+,http://119.163.199.98:9901/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://42.48.17.204:808/hls/6/index.m3u8
CCTV5+,http://123.112.22.16:4022/rtp/239.3.1.130:8004
CCTV5+,http://xuys.top:8888/udp/225.1.1.121:5002
CCTV5+,http://180.213.171.141:8000/rtp/239.5.1.7:5000
CCTV5+,http://www.yao87.com:4022/udp/239.76.253.168:9000
CCTV5+,http://121.32.204.50:9999/rtp/239.77.1.31:5146
CCTV5+,http://27.11.62.244:8009/udp/225.0.4.73:7980
CCTV5+,http://zy.otioi.cn/live/live.php?token=zy-2969297279&id=cctv5p
CCTV5+,http://58.48.37.158:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://125.82.171.210:8888/udp/235.254.199.121:7980
CCTV5+,http://114.252.227.154:8000/rtp/239.3.1.130:8004
CCTV5+,http://60.178.151.215:4022/udp/233.50.201.220:5140
CCTV5+,http://111.225.113.77:808/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://14.145.222.210:8888/udp/239.77.1.31:5146
CCTV5+,http://36.44.159.160:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://218.68.52.22:8888/udp/225.1.1.121:5002
CCTV5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://ddns.cyruslee.top:8888/udp/239.77.0.87:5146
CCTV5+,http://1b6467f415.iok.la:9931/tsfile/live/1025_1.m3u8
CCTV5+,http://113.26.167.187:8084/udp/239.1.1.12:8012
CCTV5+,http://1.24.190.98:10080/hls/16/index.m3u8
CCTV5+,http://116.128.242.83:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://125.89.163.44:8888/udp/239.77.1.31:5146
CCTV5+,http://60.208.104.234:352/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
